,time,summary,sunriseTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureHigh.1,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLowTime,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMaxTime,temperatureMax,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2007-01-01 01:00,Possible light rain in the evening.,2007-01-01 08:00,0.44,0.0221,0.5307,2007-01-01 19:00,0.52,rain,3.91,2007-01-01 19:00,2.93,3.91,2007-01-02 09:00,3.91,2007-01-01 19:00,2007-01-02 06:00,0.9,0.45,0.94,1023.41,1.37,7.26,208,0.92,1,2.121,,-3.2,2007-01-01 01:00,2007-01-02 00:00,7.22,-3.2,2007-01-01 01:00,3.91,2007-01-01 19:00
1,2007-01-02 01:00,Overcast throughout the day.,2007-01-02 08:00,0.47,0.0,0.0,,0.0,,5.34,2007-01-02 15:00,0.61,5.34,2007-01-03 08:00,5.02,2007-01-02 16:00,2007-01-03 07:00,-2.96,-0.64,0.72,1017.5,2.65,6.24,313,0.92,1,,,1.92,2007-01-03 00:00,2007-01-02 02:00,7.42,-1.36,2007-01-03 00:00,5.02,2007-01-02 16:00
2,2007-01-03 01:00,Partly cloudy throughout the day.,2007-01-03 08:00,0.51,0.0,0.0,,0.0,,7.14,2007-01-03 15:00,0.84,7.14,2007-01-04 08:00,3.47,2007-01-03 13:00,2007-01-04 02:00,-0.85,-0.44,0.76,1022.84,4.54,9.83,322,0.54,1,,,0.61,2007-01-03 08:00,2007-01-03 15:00,7.14,-2.96,2007-01-03 07:00,3.47,2007-01-03 13:00
3,2007-01-04 01:00,Mostly cloudy throughout the day.,2007-01-04 08:00,0.54,0.0,0.0,,0.0,,5.77,2007-01-04 16:00,2.8,5.77,2007-01-05 05:00,3.06,2007-01-04 16:00,2007-01-05 05:00,1.42,-0.69,0.76,1020.69,2.21,4.23,200,0.79,1,10.003,,0.84,2007-01-04 08:00,2007-01-04 16:00,5.77,-0.85,2007-01-04 02:00,3.06,2007-01-04 16:00
4,2007-01-05 01:00,Mostly cloudy throughout the day.,2007-01-05 08:00,0.57,0.0,0.0,,0.0,,9.16,2007-01-05 14:00,6.04,9.16,2007-01-06 09:00,6.7,2007-01-05 14:00,2007-01-06 04:00,3.99,2.15,0.78,1018.43,2.96,7.6,274,0.79,1,10.003,,2.8,2007-01-05 05:00,2007-01-05 14:00,9.16,1.42,2007-01-05 05:00,6.7,2007-01-05 14:00
5,2007-01-06 01:00,Foggy in the morning and overnight.,2007-01-06 08:00,0.61,0.0,0.0,,0.0,,9.11,2007-01-06 12:00,2.59,9.11,2007-01-07 01:00,7.66,2007-01-06 16:00,2007-01-07 02:00,1.13,2.99,0.75,1023.37,2.24,4.91,278,0.8,1,10.003,,3.66,2007-01-07 00:00,2007-01-06 12:00,9.11,3.66,2007-01-07 00:00,7.66,2007-01-06 16:00
6,2007-01-07 01:00,Foggy in the morning.,2007-01-07 08:00,0.64,0.0,0.0,,0.0,,11.88,2007-01-07 16:00,0.3,11.88,2007-01-08 07:00,11.88,2007-01-07 16:00,2007-01-08 08:00,-1.17,2.94,0.8,1020.65,2.62,6.7,234,0.43,1,6.126,,2.59,2007-01-07 01:00,2007-01-07 16:00,11.88,1.13,2007-01-07 02:00,11.88,2007-01-07 16:00
7,2007-01-08 01:00,Foggy in the morning.,2007-01-08 08:00,0.67,0.0,0.0,,0.0,,8.9,2007-01-08 15:00,1.51,8.9,2007-01-09 08:00,7.44,2007-01-08 14:00,2007-01-09 08:00,1.51,2.19,0.85,1019.19,1.48,3.57,158,0.63,1,9.821,,0.3,2007-01-08 07:00,2007-01-08 15:00,8.9,-1.17,2007-01-08 08:00,7.44,2007-01-08 14:00
8,2007-01-09 01:00,Foggy in the morning and afternoon.,2007-01-09 08:00,0.7,0.0,0.0,,0.0,,9.68,2007-01-09 16:00,3.49,9.68,2007-01-10 08:00,9.0,2007-01-09 16:00,2007-01-10 08:00,3.49,3.39,0.89,1020.21,0.72,2.68,153,0.6,1,5.188,,1.51,2007-01-09 08:00,2007-01-09 16:00,9.68,1.51,2007-01-09 08:00,9.0,2007-01-09 16:00
9,2007-01-10 01:00,Foggy in the morning and overnight.,2007-01-10 08:00,0.73,0.0,0.0,,0.0,,14.3,2007-01-10 15:00,3.6,14.3,2007-01-11 04:00,14.3,2007-01-10 15:00,2007-01-11 04:00,3.6,5.02,0.82,1024.28,1.45,3.14,161,0.42,1,7.542,,3.49,2007-01-10 08:00,2007-01-10 15:00,14.3,3.49,2007-01-10 08:00,14.3,2007-01-10 15:00
