,time,summary,sunriseTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureHigh.1,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLowTime,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMaxTime,temperatureMax,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2008-01-01 01:00,Foggy throughout the day.,2008-01-01 08:00,0.8,0.0,0.0,,0.0,,-2.27,2008-01-01 16:00,-3.83,-2.27,2008-01-02 02:00,-2.27,2008-01-01 16:00,2008-01-02 02:00,-3.83,-5.19,0.9,1025.02,0.33,0.71,21,0.98,1,2.246,,-4.93,2008-01-01 09:00,2008-01-01 16:00,-2.27,-4.93,2008-01-01 09:00,-2.27,2008-01-01 16:00
1,2008-01-02 01:00,Overcast throughout the day.,2008-01-02 08:00,0.83,0.0,0.0,,0.0,,1.44,2008-01-02 15:00,-6.91,1.44,2008-01-03 09:00,1.44,2008-01-02 15:00,2008-01-03 08:00,-11.25,-3.21,0.86,1024.46,0.87,2.48,31,0.89,1,6.777,,-3.83,2008-01-02 02:00,2008-01-02 15:00,1.44,-5.64,2008-01-03 00:00,1.44,2008-01-02 15:00
2,2008-01-03 01:00,Foggy throughout the day.,2008-01-03 08:00,0.86,0.0,0.0,,0.0,,-3.5,2008-01-03 16:00,-8.92,-3.5,2008-01-03 20:00,-3.5,2008-01-03 16:00,2008-01-03 23:00,-11.37,-8.43,0.8,1026.55,1.71,2.93,100,0.74,1,5.114,,-8.92,2008-01-03 20:00,2008-01-03 01:00,-2.55,-11.37,2008-01-03 23:00,-3.5,2008-01-03 16:00
3,2008-01-04 01:00,Foggy in the morning.,2008-01-04 08:00,0.89,0.0,0.0,,0.0,,-4.76,2008-01-04 14:00,-9.07,-4.76,2008-01-05 00:00,-8.68,2008-01-04 12:00,2008-01-05 05:00,-14.28,-8.79,0.85,1031.18,2.06,3.24,94,0.72,1,4.285,,-9.07,2008-01-05 00:00,2008-01-04 14:00,-4.76,-13.38,2008-01-04 21:00,-6.92,2008-01-04 02:00
4,2008-01-05 01:00,Mostly cloudy throughout the day.,2008-01-05 08:00,0.92,0.0,0.0,,0.0,,-3.87,2008-01-05 20:00,-3.87,-3.87,2008-01-05 20:00,-8.44,2008-01-05 20:00,2008-01-05 21:00,-8.47,-10.42,0.71,1029.53,3.24,4.24,104,0.62,1,7.419,,-8.97,2008-01-05 08:00,2008-01-06 00:00,-3.17,-14.28,2008-01-05 05:00,-7.12,2008-01-06 00:00
5,2008-01-06 01:00,Light rain in the afternoon.,2008-01-06 08:00,0.95,0.074,1.2692,2008-01-06 16:00,1.0,rain,0.23,2008-01-06 18:00,-3.09,0.23,2008-01-07 09:00,0.23,2008-01-06 18:00,2008-01-07 09:00,-3.09,-2.13,0.92,1018.82,1.67,3.47,103,1.0,1,4.847,,-3.11,2008-01-06 01:00,2008-01-06 18:00,0.23,-7.19,2008-01-06 03:00,0.23,2008-01-06 18:00
6,2008-01-07 01:00,Light snow in the morning and afternoon.,2008-01-07 08:00,0.98,0.1015,0.7611,2008-01-07 13:00,1.0,snow,1.23,2008-01-07 14:00,-0.93,1.23,2008-01-08 09:00,1.23,2008-01-07 14:00,2008-01-08 03:00,-2.02,-1.45,0.93,1022.1,0.85,3.24,124,0.81,1,1.355,,-3.09,2008-01-07 09:00,2008-01-07 14:00,1.23,-3.09,2008-01-07 09:00,1.23,2008-01-07 14:00
7,2008-01-08 01:00,Light rain in the afternoon.,2008-01-08 08:00,0.01,0.0508,0.7611,2008-01-08 16:00,1.0,rain,2.46,2008-01-08 16:00,-3.13,2.46,2008-01-09 01:00,2.46,2008-01-08 16:00,2008-01-09 01:00,-5.24,-1.12,0.93,1027.05,0.76,1.77,188,0.73,1,0.474,,-2.93,2008-01-09 00:00,2008-01-08 16:00,2.46,-2.93,2008-01-09 00:00,2.46,2008-01-08 16:00
8,2008-01-09 01:00,Foggy throughout the day.,2008-01-09 08:00,0.04,0.0,0.0,,0.0,,-0.67,2008-01-09 15:00,-0.7,-0.67,2008-01-10 03:00,-2.87,2008-01-09 20:00,2008-01-10 04:00,-4.13,-1.85,0.95,1028.23,2.11,2.86,85,0.99,1,0.962,,-3.13,2008-01-09 01:00,2008-01-10 00:00,-0.61,-5.24,2008-01-09 01:00,-2.33,2008-01-10 00:00
9,2008-01-10 01:00,Foggy throughout the day.,2008-01-10 08:00,0.08,0.0,0.0,,0.0,,0.93,2008-01-10 12:00,-2.35,0.93,2008-01-11 08:00,0.93,2008-01-10 12:00,2008-01-11 05:00,-4.6,-0.63,0.97,1027.6,1.08,2.86,103,0.99,1,1.229,,-0.91,2008-01-10 23:00,2008-01-10 12:00,0.93,-4.13,2008-01-10 04:00,0.93,2008-01-10 12:00
