,time,summary,sunriseTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureHigh.1,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLowTime,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMaxTime,temperatureMax,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2017-01-01 01:00,Foggy throughout the day.,2017-01-01 08:00,0.11,0,0,N/A,0,N/A,-3.08,2017-01-01 15:00,-4.92,-3.08,2017-01-01 22:00,-3.14,2017-01-01 14:00,2017-01-01 22:00,-8.31,-6.52,0.85,N/A,0.53,2.93,43,0.93,1,0.494,N/A,-6.17,2017-01-01 07:00,2017-01-01 15:00,-3.08,-8.31,2017-01-01 22:00,-3.14,2017-01-01 14:00
1,2017-01-02 01:00,Foggy throughout the day.,2017-01-02 08:00,0.15,0,0,N/A,0,N/A,-1.72,2017-01-02 15:00,-4.92,-1.72,2017-01-02 20:00,-1.81,2017-01-02 15:00,2017-01-02 20:00,-7.85,-5.86,0.86,1020.3,1.06,5.66,225,0.95,1,1.635,N/A,-4.93,2017-01-02 08:00,2017-01-03 00:00,-0.83,-7.94,2017-01-02 19:00,-1.81,2017-01-02 15:00
2,2017-01-03 01:00,Partly cloudy throughout the day.,2017-01-03 08:00,0.18,0,0,N/A,0,N/A,3.56,2017-01-03 14:00,-1.44,3.56,2017-01-04 03:00,2.78,2017-01-03 13:00,2017-01-04 02:00,-4.58,-3.62,0.71,1022,2.38,6.31,311,0.57,1,8.812,N/A,-1.23,2017-01-03 01:00,2017-01-03 14:00,3.56,-5.51,2017-01-03 03:00,2.78,2017-01-03 13:00
3,2017-01-04 01:00,Overcast throughout the day.,2017-01-04 08:00,0.22,0.0077,0.1185,2017-01-04 21:00,0.09,snow,4.16,2017-01-04 19:00,-0.01,4.16,2017-01-05 08:00,3.16,2017-01-04 18:00,2017-01-05 08:00,-3.04,-2.93,0.75,1010.7,2.34,4.65,216,0.85,1,9.155,N/A,-1.44,2017-01-04 03:00,2017-01-04 19:00,4.16,-4.58,2017-01-04 02:00,3.16,2017-01-04 18:00
4,2017-01-05 01:00,Foggy in the evening.,2017-01-05 08:00,0.25,0,0,N/A,0,N/A,1.9,2017-01-05 13:00,-7.79,1.9,2017-01-06 07:00,-1.16,2017-01-05 10:00,2017-01-06 08:00,-13.73,-6.11,0.62,1013.1,2.76,6.31,324,0.45,1,9.655,N/A,-4.36,2017-01-06 00:00,2017-01-05 01:00,3.07,-9.73,2017-01-06 00:00,2.78,2017-01-05 02:00
5,2017-01-06 01:00,Clear throughout the day.,2017-01-06 08:00,0.29,0,0,N/A,0,N/A,-3.66,2017-01-06 14:00,-12.86,-3.66,2017-01-07 08:00,-7.49,2017-01-06 12:00,2017-01-07 07:00,-19.8,-16.26,0.47,1028.6,2.93,5.88,336,0.13,1,10.003,N/A,-11.11,2017-01-07 00:00,2017-01-06 14:00,-3.66,-14.28,2017-01-06 20:00,-7.49,2017-01-06 12:00
6,2017-01-07 01:00,N/A,2017-01-07 08:00,0.32,0,0,N/A,0,N/A,-7.13,2017-01-07 15:00,-14.43,-7.13,2017-01-08 06:00,-9.74,2017-01-07 18:00,2017-01-08 03:00,-17,-19.52,0.49,1031.5,2.25,5.49,318,N/A,0,9.963,N/A,-12.94,2017-01-07 08:00,2017-01-07 15:00,-7.13,-20.04,2017-01-07 08:00,-9.74,2017-01-07 18:00
7,2017-01-08 01:00,Clear throughout the day.,2017-01-08 08:00,0.36,0,0,N/A,0,N/A,-4.77,2017-01-08 15:00,-10.96,-4.77,2017-01-09 02:00,-4.63,2017-01-08 15:00,2017-01-09 02:00,-15.1,-18.78,0.51,1027.3,1.27,3.76,350,0.18,1,9.873,N/A,-14.78,2017-01-08 08:00,2017-01-08 15:00,-4.77,-17,2017-01-08 03:00,-4.63,2017-01-08 15:00
8,2017-01-09 01:00,Partly cloudy throughout the day.,2017-01-09 08:00,0.4,0,0,N/A,0,N/A,-1.59,2017-01-09 14:00,-11.83,-1.59,2017-01-10 07:00,-1.87,2017-01-09 14:00,2017-01-10 07:00,-11.56,-13.09,0.59,1025,1.15,5.34,0,0.63,1,9.478,N/A,-10.96,2017-01-09 02:00,2017-01-09 14:00,-1.59,-15.1,2017-01-09 02:00,-1.87,2017-01-09 14:00
9,2017-01-10 01:00,Clear throughout the day.,2017-01-10 08:00,0.44,0,0,N/A,0,N/A,-5.77,2017-01-10 14:00,-11.15,-5.77,2017-01-10 20:00,-6.07,2017-01-10 13:00,2017-01-10 20:00,-10.88,-12.93,0.71,1024.6,1.05,2.97,64,0.27,1,7.321,N/A,-11.83,2017-01-10 07:00,2017-01-10 14:00,-5.77,-11.56,2017-01-10 07:00,-6.07,2017-01-10 13:00
10,2017-01-11 01:00,Foggy overnight.,2017-01-11 08:00,0.48,0,0,N/A,0,N/A,-0.04,2017-01-11 15:00,-7.68,-0.04,2017-01-12 05:00,-0.33,2017-01-11 15:00,2017-01-11 23:00,-11.45,-12.1,0.64,1021,1.24,5.96,252,0.27,1,7.307,N/A,-10.36,2017-01-11 06:00,2017-01-11 15:00,-0.04,-11.45,2017-01-11 23:00,-0.33,2017-01-11 15:00
