,time,summary,sunriseTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureHigh.1,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLowTime,apparentTemperatureLow,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,ozone,temperatureMin,temperatureMinTime,temperatureMaxTime,temperatureMax,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
0,2002-01-01 01:00,Partly cloudy throughout the day.,2002-01-01 08:00,0.59,,,,,,-1.91,2002-01-01 15:00,-3.62,-1.91,2002-01-01 21:00,-6.12,2002-01-01 20:00,2002-01-02 06:00,-8.05,-7.8,0.75,1032.08,5.14,,307,0.38,1,,,-6.14,2002-01-01 09:00,2002-01-02 00:00,-1.81,-12.97,2002-01-01 07:00,-6.12,2002-01-01 20:00
1,2002-01-02 01:00,Mostly cloudy throughout the day.,2002-01-02 08:00,0.63,,,,,snow,2.08,2002-01-02 16:00,-5.83,2.08,2002-01-03 09:00,-4.04,2002-01-02 16:00,2002-01-03 07:00,-12.34,-5.5,0.7,1024.12,7.55,,294,0.58,1,,,-2.24,2002-01-02 03:00,2002-01-02 16:00,2.08,-9.53,2002-01-03 00:00,-4.04,2002-01-02 16:00
2,2002-01-03 01:00,Partly cloudy throughout the day.,2002-01-03 08:00,0.66,,,,,snow,-3.69,2002-01-03 15:00,-13.92,-3.69,2002-01-04 09:00,-6.7,2002-01-03 15:00,2002-01-04 09:00,-18.68,-11.75,0.64,1031.99,4.07,,325,0.16,1,,,-10.83,2002-01-04 00:00,2002-01-03 01:00,-2.45,-15.07,2002-01-04 00:00,-6.7,2002-01-03 15:00
3,2002-01-04 01:00,Partly cloudy throughout the day.,2002-01-04 08:00,0.7,,,,,snow,-5.1,2002-01-04 15:00,-13.18,-5.1,2002-01-05 06:00,-5.1,2002-01-04 15:00,2002-01-05 08:00,-17.92,-13.66,0.77,1038.24,1.27,,308,0.19,1,,,-13.92,2002-01-04 09:00,2002-01-04 15:00,-5.1,-18.68,2002-01-04 09:00,-5.1,2002-01-04 15:00
4,2002-01-05 01:00,Mostly cloudy throughout the day.,2002-01-05 08:00,0.74,,,,,snow,-2.71,2002-01-05 15:00,-9.83,-2.71,2002-01-06 07:00,-3.4,2002-01-05 16:00,2002-01-06 08:00,-12.01,-12.56,0.71,1035.31,1.63,,317,0.65,1,,,-13.18,2002-01-05 06:00,2002-01-05 15:00,-2.71,-17.92,2002-01-05 08:00,-3.4,2002-01-05 16:00
5,2002-01-06 01:00,Partly cloudy throughout the day.,2002-01-06 08:00,0.77,,,,,snow,2.33,2002-01-06 15:00,-6.9,2.33,2002-01-06 23:00,-0.11,2002-01-06 15:00,2002-01-07 02:00,-8.68,-10.83,0.65,1031.0,1.63,,304,0.32,1,,,-9.83,2002-01-06 07:00,2002-01-06 15:00,2.33,-12.01,2002-01-06 08:00,-0.11,2002-01-06 15:00
6,2002-01-07 01:00,Mostly cloudy throughout the day.,2002-01-07 08:00,0.81,,,,,snow,2.1,2002-01-07 16:00,-3.14,2.1,2002-01-08 09:00,2.1,2002-01-07 16:00,2002-01-08 09:00,-3.14,-4.14,0.82,1029.18,2.13,,293,0.81,1,,,-5.33,2002-01-07 02:00,2002-01-07 16:00,2.1,-8.68,2002-01-07 02:00,2.1,2002-01-07 16:00
7,2002-01-08 01:00,Mostly cloudy throughout the day.,2002-01-08 08:00,0.84,,,,,snow,2.18,2002-01-08 15:00,-6.7,2.18,2002-01-09 09:00,1.82,2002-01-08 16:00,2002-01-09 02:00,-6.83,-3.91,0.84,1034.67,1.03,,295,0.51,1,,,-4.58,2002-01-08 23:00,2002-01-08 15:00,2.18,-6.32,2002-01-08 21:00,1.82,2002-01-08 16:00
8,2002-01-09 01:00,Mostly cloudy throughout the day.,2002-01-09 08:00,0.88,,,,,snow,0.05,2002-01-09 16:00,-2.7,0.05,2002-01-10 08:00,0.02,2002-01-09 17:00,2002-01-10 02:00,-3.57,-4.25,0.9,1039.78,1.1,,288,0.68,1,,,-6.7,2002-01-09 09:00,2002-01-09 16:00,0.05,-6.83,2002-01-09 02:00,0.02,2002-01-09 17:00
9,2002-01-10 01:00,Overcast throughout the day.,2002-01-10 08:00,0.91,,,,,snow,-1.91,2002-01-10 15:00,-3.71,-1.91,2002-01-11 09:00,-1.95,2002-01-10 18:00,2002-01-11 02:00,-5.12,-2.91,0.94,1039.43,1.05,,35,1.0,1,,,-2.76,2002-01-11 00:00,2002-01-10 01:00,-1.48,-4.69,2002-01-10 15:00,-1.48,2002-01-10 01:00
